## Ore Dictionary Info                      ##
##############################################
## In the form:                             ##
## <ore dictionary entry>                   ##
##     <item id registered> - <item damage> ##
##     etc...                               ##
##############################################
artisansAthame

blockDiamond
minecraft:diamond_block - 0


blockDraconicMetal


blockDraconium


blockDraconiumAwakened


blockElectrum


blockElectrumFlux


blockElvenElementium


blockEmerald
minecraft:emerald_block - 0


blockEnderium


blockEnergium


blockEssenceMetal


blockFluixSteel


blockFuelCoke


blockGelidEnderium


blockGlass
minecraft:glass - 0
minecraft:stained_glass - any
tconstruct:clear_glass - any
tconstruct:clear_stained_glass - any


blockGlassBlack
minecraft:stained_glass - 15
tconstruct:clear_stained_glass - 15


blockGlassBlue
minecraft:stained_glass - 11
tconstruct:clear_stained_glass - 11


blockGlassBrown
minecraft:stained_glass - 12
tconstruct:clear_stained_glass - 12


blockGlassColorless
minecraft:glass - 0


blockGlassCyan
minecraft:stained_glass - 9
tconstruct:clear_stained_glass - 9


blockGlassGray
minecraft:stained_glass - 7
tconstruct:clear_stained_glass - 7


blockGlassGreen
minecraft:stained_glass - 13
tconstruct:clear_stained_glass - 13


blockGlassLightBlue
minecraft:stained_glass - 3
tconstruct:clear_stained_glass - 3


blockGlassLightGray
minecraft:stained_glass - 8
tconstruct:clear_stained_glass - 8


blockGlassLime
minecraft:stained_glass - 5
tconstruct:clear_stained_glass - 5


blockGlassMagenta
minecraft:stained_glass - 2
tconstruct:clear_stained_glass - 2


blockGlassOrange
minecraft:stained_glass - 1
tconstruct:clear_stained_glass - 1


blockGlassPink
minecraft:stained_glass - 6
tconstruct:clear_stained_glass - 6


blockGlassPurple
minecraft:stained_glass - 10
tconstruct:clear_stained_glass - 10


blockGlassRed
minecraft:stained_glass - 14
tconstruct:clear_stained_glass - 14


blockGlassWhite
minecraft:stained_glass - 0
tconstruct:clear_stained_glass - 0


blockGlassYellow
minecraft:stained_glass - 4
tconstruct:clear_stained_glass - 4


blockGold
minecraft:gold_block - 0


blockInfinity


blockInvar


blockIridium


blockIron
minecraft:iron_block - 0


blockKnightslime
tconstruct:metal - 3


blockLapis
minecraft:lapis_block - 0


blockLead


blockLumium


blockMalachite
biomesoplenty:gem_block - 5


blockManasteel


blockManyullyn
tconstruct:metal - 2


blockMeat


blockMeatRaw
biomesoplenty:flesh - 0


blockMetal
minecraft:iron_block - 0
minecraft:gold_block - 0


blockMossy
minecraft:mossy_cobblestone - any
minecraft:stonebrick - 1


blockMud
biomesoplenty:mud - 0


blockNickel


blockOsmium


blockPeridot
biomesoplenty:gem_block - 2


blockPigiron
tconstruct:metal - 4


blockPinkMetal


blockPlatinum


blockPrimordial


blockPrismarine
minecraft:prismarine - 0
quark:elder_prismarine - 0


blockPrismarineBrick
minecraft:prismarine - 1
quark:elder_prismarine - 1


blockPrismarineDark
minecraft:prismarine - 2
quark:elder_prismarine - 2


blockPrismarineElder
quark:elder_prismarine - 0


blockPrismarineElderBrick
quark:elder_prismarine - 1


blockPrismarineElderDark
quark:elder_prismarine - 2


blockQuartz
minecraft:quartz_block - 0


blockRedMatter


blockRedstone
minecraft:redstone_block - 0


blockRefinedGlowstone


blockRefinedObsidian


blockRubber


blockRuby
biomesoplenty:gem_block - 1


blockSapphire
biomesoplenty:gem_block - 6


blockSeared
tconstruct:seared - any


blockSentientMetal


blockSignalum


blockSilver


blockSkyStone


blockSlime
minecraft:slime - 0
minecraft:slime - any
tconstruct:slime - any
quark:color_slime - any


blockSlimeBlue
tconstruct:slime - 1
quark:color_slime - 1


blockSlimeCongealed
tconstruct:slime_congealed - any


blockSlimeCyan
quark:color_slime - 2


blockSlimeDirt
tconstruct:slime_dirt - any


blockSlimeGrass
tconstruct:slime_grass - any


blockSlimeGreen
tconstruct:slime - 0
minecraft:slime - 0


blockSlimeMagenta
quark:color_slime - 3


blockSlimeRed
tconstruct:slime - 3
quark:color_slime - 0


blockSlimeYellow
quark:color_slime - 4


blockSteel
tcomplement:storage - 1


blockSunnarium


blockTanzanite
biomesoplenty:gem_block - 4


blockTerrasteel


blockThaumium


blockTin


blockTopaz
biomesoplenty:gem_block - 3


blockTorch
minecraft:torch - 0


blockUUMatter


blockVoid


blockWyvernMetal


blockZinc


bone
minecraft:bone - 0


boneWithered
tconstruct:materials - 17


bookshelf
minecraft:bookshelf - 0
quark:custom_bookshelf - any


bookshelfAcacia
quark:custom_bookshelf - 3


bookshelfBirch
quark:custom_bookshelf - 1


bookshelfDarkOak
quark:custom_bookshelf - 4


bookshelfJungle
quark:custom_bookshelf - 2


bookshelfOak
minecraft:bookshelf - 0


bookshelfSpruce
quark:custom_bookshelf - 0


bread
minecraft:bread - 0


brickSkyStone


buttonWood
minecraft:wooden_button - 0
quark:spruce_button - 0
quark:birch_button - 0
quark:jungle_button - 0
quark:acacia_button - 0
quark:dark_oak_button - 0


cast
tconstruct:cast - any
tconstruct:cast_custom - any


chest
minecraft:chest - 0
minecraft:ender_chest - 0
minecraft:trapped_chest - 0
quark:custom_chest - any
quark:custom_chest_trap - any


chestEnder
minecraft:ender_chest - 0


chestTrapped
minecraft:trapped_chest - 0
quark:custom_chest_trap - any


chestWood
minecraft:chest - 0
quark:custom_chest - any


clay
minecraft:clay_ball - any


cobblestone
minecraft:cobblestone - 0


coinGarlic
harvestcraft:garliccoinitem - 0


cropAgave
harvestcraft:agaveitem - 0


cropAlmond
harvestcraft:almonditem - 0


cropAmaranth
harvestcraft:amaranthitem - 0


cropApple
minecraft:apple - 0


cropApricot
harvestcraft:apricotitem - 0


cropArrowroot
harvestcraft:arrowrootitem - 0


cropArtichoke
harvestcraft:artichokeitem - 0


cropAsparagus
harvestcraft:asparagusitem - 0


cropAvocado
harvestcraft:avocadoitem - 0


cropBambooshoot
harvestcraft:bambooshootitem - 0


cropBanana
harvestcraft:bananaitem - 0


cropBarley
harvestcraft:barleyitem - 0


cropBean
harvestcraft:beanitem - 0


cropBeet
minecraft:beetroot - 0
harvestcraft:beetitem - 0


cropBellpepper
harvestcraft:bellpepperitem - 0


cropBlackberry
harvestcraft:blackberryitem - 0


cropBlueberry
harvestcraft:blueberryitem - 0


cropBroccoli
harvestcraft:broccoliitem - 0


cropBrusselsprout
harvestcraft:brusselsproutitem - 0


cropCabbage
harvestcraft:cabbageitem - 0


cropCactusfruit
harvestcraft:cactusfruititem - 0


cropCandle
harvestcraft:candleberryitem - 0


cropCandleberry
harvestcraft:candleberryitem - 0


cropCantaloupe
harvestcraft:cantaloupeitem - 0


cropCarrot
minecraft:carrot - 0


cropCashew
harvestcraft:cashewitem - 0


cropCassava
harvestcraft:cassavaitem - 0


cropCauliflower
harvestcraft:caulifloweritem - 0


cropCelery
harvestcraft:celeryitem - 0


cropCherry
harvestcraft:cherryitem - 0


cropChestnut
harvestcraft:chestnutitem - 0


cropChickpea
harvestcraft:chickpeaitem - 0


cropChilipepper
harvestcraft:chilipepperitem - 0


cropCinnamon
harvestcraft:cinnamonitem - 0


cropCoconut
harvestcraft:coconutitem - 0


cropCoffee
harvestcraft:coffeebeanitem - 0


cropCorn
harvestcraft:cornitem - 0


cropCotton
harvestcraft:cottonitem - 0


cropCranberry
harvestcraft:cranberryitem - 0


cropCucumber
harvestcraft:cucumberitem - 0


cropCurryleaf
harvestcraft:curryleafitem - 0


cropDate
harvestcraft:dateitem - 0


cropDeathFruit


cropDragonfruit
harvestcraft:dragonfruititem - 0


cropDurian
harvestcraft:durianitem - 0


cropEdibleroot
harvestcraft:ediblerootitem - 0


cropEggplant
harvestcraft:eggplantitem - 0


cropElderberry
harvestcraft:elderberryitem - 0


cropFig
harvestcraft:figitem - 0


cropFlax
harvestcraft:flaxitem - 0


cropGarlic
harvestcraft:garlicitem - 0


cropGinger
harvestcraft:gingeritem - 0


cropGooseberry
harvestcraft:gooseberryitem - 0


cropGrape
harvestcraft:grapeitem - 0
harvestcraft:greengrapeitem - 0


cropGrapefruit
harvestcraft:grapefruititem - 0


cropGreengrape
harvestcraft:greengrapeitem - 0


cropHuckleberry
harvestcraft:huckleberryitem - 0


cropJackfruit


cropJicama
harvestcraft:jicamaitem - 0


cropJuniperberry
harvestcraft:juniperberryitem - 0


cropJute
harvestcraft:juteitem - 0


cropKale
harvestcraft:kaleitem - 0


cropKenaf
harvestcraft:kenafitem - 0


cropKiwi
harvestcraft:kiwiitem - 0


cropKohlrabi
harvestcraft:kohlrabiitem - 0


cropLeek
harvestcraft:leekitem - 0


cropLemon
harvestcraft:lemonitem - 0


cropLentil
harvestcraft:lentilitem - 0


cropLettuce
harvestcraft:lettuceitem - 0


cropLifeFruit


cropLime
harvestcraft:limeitem - 0


cropLychee


cropMango
harvestcraft:mangoitem - 0


cropMaplesyrup
harvestcraft:maplesyrupitem - 0


cropMillet
harvestcraft:milletitem - 0


cropMulberry
harvestcraft:mulberryitem - 0


cropMustard
harvestcraft:mustardseedsitem - 0


cropNetherWart
minecraft:nether_wart - 0


cropNutmeg
harvestcraft:nutmegitem - 0


cropOats
harvestcraft:oatsitem - 0


cropOkra
harvestcraft:okraitem - 0


cropOlive
harvestcraft:oliveitem - 0


cropOnion
harvestcraft:onionitem - 0


cropOrange
harvestcraft:orangeitem - 0


cropPapaya
harvestcraft:papayaitem - 0


cropParsnip
harvestcraft:parsnipitem - 0


cropPeach
biomesoplenty:peach - 0
harvestcraft:peachitem - 0


cropPeanut
harvestcraft:peanutitem - 0


cropPear
biomesoplenty:pear - 0
harvestcraft:pearitem - 0


cropPeas
harvestcraft:peasitem - 0


cropPecan
harvestcraft:pecanitem - 0


cropPeppercorn
harvestcraft:peppercornitem - 0


cropPersimmon
biomesoplenty:persimmon - 0
harvestcraft:persimmonitem - 0


cropPineapple
harvestcraft:pineappleitem - 0


cropPistachio
harvestcraft:pistachioitem - 0


cropPlum
harvestcraft:plumitem - 0


cropPomegranate
harvestcraft:pomegranateitem - 0


cropPotato
minecraft:potato - 0


cropPumpkin
harvestcraft:harvestpumpkinitem - 0
minecraft:pumpkin - 0


cropQuinoa
harvestcraft:quinoaitem - 0


cropRadish
harvestcraft:radishitem - 0


cropRaspberry
harvestcraft:raspberryitem - 0


cropRhubarb
harvestcraft:rhubarbitem - 0


cropRice
harvestcraft:riceitem - 0


cropRutabaga
harvestcraft:rutabagaitem - 0


cropRye
harvestcraft:ryeitem - 0


cropScallion
harvestcraft:scallionitem - 0


cropSeaweed
harvestcraft:seaweeditem - 0


cropSesame
harvestcraft:sesameseedsitem - 0


cropSisal
harvestcraft:sisalitem - 0


cropSoybean
harvestcraft:soybeanitem - 0


cropSpiceleaf
harvestcraft:spiceleafitem - 0


cropSpinach
harvestcraft:spinachitem - 0


cropStarfruit
harvestcraft:starfruititem - 0


cropStrawberry
harvestcraft:strawberryitem - 0


cropSunflower
harvestcraft:sunflowerseedsitem - 0


cropSweetpotato
harvestcraft:sweetpotatoitem - 0


cropTaro
harvestcraft:taroitem - 0


cropTea
harvestcraft:tealeafitem - 0


cropTomatillo
harvestcraft:tomatilloitem - 0


cropTomato
harvestcraft:tomatoitem - 0


cropTruffle


cropTurnip
harvestcraft:turnipitem - 0


cropVanillabean
harvestcraft:vanillabeanitem - 0


cropWalnut
harvestcraft:walnutitem - 0


cropWaterchestnut
harvestcraft:waterchestnutitem - 0


cropWheat
minecraft:wheat - 0


cropWhitemushroom
harvestcraft:whitemushroomitem - 0


cropWintersquash
harvestcraft:wintersquashitem - 0


cropZucchini
harvestcraft:zucchiniitem - 0


crystalAethium


crystalAmber


crystalApatite


crystalAquamarine


crystalCertusQuartz


crystalCrystalFlux


crystalDiamantine


crystalEmeraldic


crystalEnori


crystalErodium


crystalFluix


crystalGelid


crystalIonite


crystalKyronite


crystalLitherite


crystalLonsdaleite


crystalPalis


crystalPladium


crystalQuartzBlack


crystalRestonia


crystalVoid


denseoreAlubrass


denseoreAluminum


denseoreAlumite


denseoreArdite


denseoreBrass


denseoreBronze


denseoreCobalt


denseoreCopper


denseoreElectrum


denseoreGold


denseoreIron


denseoreKnightslime


denseoreLead


denseoreManyullyn


denseoreNickel


denseorePigiron


denseoreSilver


denseoreSteel


denseoreTin


denseoreZinc


denseorenull


dirt
minecraft:dirt - 0
biomesoplenty:dirt - 0
minecraft:dirt - any


doorWood
minecraft:acacia_door - 0
minecraft:birch_door - 0
minecraft:dark_oak_door - 0
minecraft:wooden_door - 0
minecraft:jungle_door - 0
minecraft:spruce_door - 0


dreamwood


dropHoney
harvestcraft:honeyitem - 0


dustAluminium


dustAluminum


dustAlumite


dustArdite


dustBrass


dustBronze


dustCobalt


dustCopper


dustGlowstone
minecraft:glowstone_dust - 0


dustGold


dustIron


dustKnightslime


dustLead


dustManganese


dustManyullyn


dustPigiron


dustPrismarine
minecraft:prismarine_crystals - 0


dustRedstone
minecraft:redstone - 0


dustSalt
harvestcraft:saltitem - 0


dustSaltpeter


dustSilver


dustSteel


dustSulfur


dustSulphur


dustTin


dye
minecraft:dye - any


dyeBlack
minecraft:dye - 0
biomesoplenty:black_dye - 0
quark:root_dye - 1


dyeBlue
minecraft:dye - 4
biomesoplenty:blue_dye - 0
quark:root_dye - 0


dyeBrown
minecraft:dye - 3
biomesoplenty:brown_dye - 0


dyeCyan
minecraft:dye - 6


dyeGray
minecraft:dye - 8


dyeGreen
minecraft:dye - 2
biomesoplenty:green_dye - 0


dyeLightBlue
minecraft:dye - 12


dyeLightGray
minecraft:dye - 7


dyeLime
minecraft:dye - 10


dyeMagenta
minecraft:dye - 13


dyeOrange
minecraft:dye - 14


dyePink
minecraft:dye - 9


dyePurple
minecraft:dye - 5


dyeRed
minecraft:dye - 1


dyeWhite
minecraft:dye - 15
biomesoplenty:white_dye - 0
quark:root_dye - 2


dyeYellow
minecraft:dye - 11


egg
minecraft:egg - 0


elvenDragonstone


enderpearl
minecraft:ender_pearl - 0


endstone
